"subject" "activitiName" "instrument" "acceleration" "magnitude" "jerk" "variable" "average"
27 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.992040302928571
27 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.461747721911667
27 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.9692856121875
27 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.477152999301544
27 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.984205588208333
27 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.972969734875
27 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.9669446098125
27 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.9847496330625
27 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.9835906836875
27 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.257090825288058
27 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.980607722916667
27 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.972753287375
27 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.9663601145
27 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.492883103776042
27 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.9781445746875
27 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0639705340616667
27 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.987470271625
27 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.972114261125
27 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.965546752125
27 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.9894752933125
27 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.988699438
27 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.101746532199897
27 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.301934694277778
27 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.145595669669298
27 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.275258221764181
27 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.283041640526316
27 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.478874195964912
27 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.24521728122807
27 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.272935481184211
27 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.210350438500585
27 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.970084209064327
27 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.238853875263158
27 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.407355787017544
27 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.225796661633275
27 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.476331032017544
27 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0637795155362398
27 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.527903114912281
27 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.458045228859649
27 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.514670251140351
27 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.592937699561404
27 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.628980506403509
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.00835668629886364
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0757382175412879
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.0764367286185606
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.20695050267197
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.128943921044318
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.0249821367193182
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.0522818233
27 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.0761313436363636
27 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.20813126324697
27 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.934286893257576
27 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.108071382861364
27 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.121176277863636
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.144518501595947
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.400866693890152
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0592960676348485
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.420188390454545
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.261948465654545
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.352968142704545
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.454162177443182
27 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.4843194535125
27 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.1606729718
27 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.191901125106863
27 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.247987250593464
27 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.519133641405229
27 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.277259146519608
27 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.424328260392157
27 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.46991885
27 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.468811062941176
27 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.114692992941176
27 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.943607544836601
27 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.160589355980392
27 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.37994878627451
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.24846165058281
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.444336840535948
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0691922551288235
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.694599951764706
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.446906724897059
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.512555700929412
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.709537447254902
27 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.738192739215686
28 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.457111344193333
28 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.956137527541667
28 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.473055517440492
28 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.978295020583333
28 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.9595739089375
28 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.956069024125
28 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.9759457951875
28 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.97282438825
28 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" -0.110168088291667
28 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.973160927875
28 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.95811223025
28 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.9545740295
28 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.482505141885
28 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.959925296875
28 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0645209411658333
28 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.974207215583333
28 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.9406626453125
28 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.93030795875
28 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.9750254265
28 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.96954654925
28 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.455246555659861
28 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.952955493634259
28 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.47015446069537
28 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.972489756134259
28 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.954858916319444
28 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.950032063888889
28 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.971226526736111
28 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.97056249125
28 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.310045715874074
28 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.972328843842593
28 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.955789708611111
28 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.947782703333333
28 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.4842155042875
28 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.964834081087963
28 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0646986068134259
28 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.977957074212963
28 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.957736546041667
28 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.952300138333333
28 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.980339514097222
28 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.978418644166667
28 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.441083508556772
28 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.918483206012658
28 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.464454206779916
28 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.95906237092827
28 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.927309065506329
28 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.920757746202532
28 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.956139876329114
28 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.954515773417722
28 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.220758543911814
28 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.96821435
28 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.92547165164557
28 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.917658334177215
28 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.461325514805844
28 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.917396242637131
28 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0659915001867932
28 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.952605856033755
28 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.901947452974684
28 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.87768860386076
28 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.959219797974684
28 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.956124952341772
28 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.100412425221914
28 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.250914290531481
28 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.174628847475926
28 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.371124574230247
28 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.266411430983333
28 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.452133845277778
28 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.33001740787037
28 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.413361367037037
28 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.195900420950617
28 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.963233264753086
28 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.1806660203
28 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.39269402
28 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.190250728341883
28 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.432546393834568
28 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0679564547351852
28 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.493121178827161
28 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.412689185314815
28 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.488661617685185
28 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.571106931111111
28 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.584466462407407
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" 0.0217303884554348
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0454440462412319
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.0486681945753623
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.167586495227899
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.146599612138043
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.0307034831282609
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.0418192053228261
28 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.0651235566815217
28 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.190639106478261
28 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.940795168188406
28 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.104359216580435
28 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.135465563932609
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.0711429553390906
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.31492793685
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0537692591387681
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.308241836623188
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.145800558973913
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.293693990703261
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.368569009956522
28 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.435927289891304
28 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.12431265499719
28 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.228128334283333
28 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.194036187359967
28 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.44816181430719
28 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.199879934360784
28 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.273277417647059
28 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.341259831990196
28 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.349929122941176
28 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.0853587922222222
28 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.924284300457516
28 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.186240503960784
28 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.211928666470588
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.208055111915359
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.405010110562418
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0683614373575163
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.596140759869281
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.39912534614902
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.502555180784314
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.641392808529412
28 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.687492439117647
29 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.467416441630435
29 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.987034522101449
29 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.481263083395676
29 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.99182119821256
29 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.986646921014493
29 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.981585965652174
29 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.993361821811594
29 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.994506792246377
29 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.350399251594203
29 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.984321905652174
29 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.986493196666667
29 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.981572147681159
29 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.48960013875
29 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.987629017318841
29 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0685525947294686
29 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.996334970289855
29 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.977962482391304
29 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.976859569637681
29 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.997469958043478
29 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.997625651086957
29 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.464364836373611
29 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.973357306694444
29 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.480350394819389
29 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.989651458222222
29 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.975681776833333
29 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.970254168166667
29 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.99040675575
29 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.990177319333333
29 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.444493091911111
29 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.974771829
29 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.978017021833333
29 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.9692903165
29 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.501352281727222
29 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.983440132861111
29 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0607888135877778
29 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.993824987222222
29 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.971323379
29 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.971294698833333
29 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.995227678583333
29 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.994823686
29 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.466736737243333
29 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.981542990410256
29 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.47972080335292
29 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.989634569769231
29 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.984646706846154
29 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.981996714461538
29 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.990289656076923
29 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.990411812076923
29 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.315878721138256
29 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.988787601076923
29 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.984745318923077
29 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.981745712923077
29 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.494447014399487
29 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.984208142
29 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0646246130102564
29 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.989837293384615
29 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.980768531692308
29 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.975648697076923
29 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.991908375461538
29 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.991485205230769
29 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.0502404413844969
29 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.19411544286544
29 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.0960320336100629
29 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.293626404131698
29 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.165602322468868
29 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.327976284528302
29 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.17460494195283
29 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.151271386424528
29 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.310211840213836
29 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.966502608050315
29 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.0955213393716981
